Supplementary Table 5.  Genes annotated with “behavior” underneath each QTL (see “Candidate Gene Nomination” in Supplementary File 1).  ,,,,,,,,,,,,,,,
Gene Symbol,Chromosome,Gene Name,MGI ID,Start bp (GRCm39),End bp (GRCm39),Number of missense variants,Number of splice region variants,Number of inframe deletions,Number of inframe insertions,Number of nonsense mutations,Number of conserved element changes,Expressed in amygdala,Expressed in hippocampus,Expressed in prefrontal cortex,Interesting
Clock,5,circadian locomotor output cycles kaput,MGI:99698,76357715,76452639,0,0,0,0,0,5,NO,YES,YES,YES
Clrn2,5,clarin 2,MGI:3646230,45611093,45621491,0,0,0,0,0,3,NO,YES,YES,YES
Cnot6l,5,"CCR4-NOT transcription complex, subunit 6-like",MGI:2443154,96218192,96312030,0,0,0,0,0,0,NO,YES,YES,NO
Cops4,5,COP9 signalosome subunit 4,MGI:1349414,100666175,100695669,0,0,0,0,0,0,NO,YES,YES,NO
Coro1c,5,"coronin, actin binding protein 1C",MGI:1345964,113980500,114046767,0,0,0,0,0,1,NO,YES,YES,YES
Cox6a1,5,cytochrome c oxidase subunit 6A1,MGI:103099,115483711,115487017,0,0,0,0,0,0,NO,YES,YES,NO
Cplx1,5,complexin 1,MGI:104727,108666420,108697890,0,0,0,0,0,1,YES,YES,YES,YES
Cracd,5,capping protein inhibiting regulator of actin,MGI:2444817,76804359,77021401,1,0,0,0,0,3,NO,YES,YES,YES
Crmp1,5,collapsin response mediator protein 1,MGI:107793,37399402,37449507,0,0,0,0,0,3,NO,YES,YES,YES
Cxcl2,5,chemokine (C-X-C motif) ligand 2,MGI:1340094,91051758,91053797,0,0,0,0,0,0,NO,NO,NO,NO
D5Ertd579e,5,"DNA segment, Chr 5, ERATO Doi 579, expressed",MGI:1261849,36757829,36853368,2,0,0,0,0,3,NO,YES,YES,YES
Dao,5,D-amino acid oxidase,MGI:94859,114141764,114163743,2,0,0,0,0,6,NO,YES,NO,YES
Depdc5,5,DEP domain containing 5,MGI:2141101,33021045,33151580,0,0,0,0,0,1,NO,YES,YES,YES
Dhx37,5,DEAH (Asp-Glu-Ala-His) box polypeptide 37,MGI:3028576,125490922,125511185,0,0,0,0,0,0,NO,YES,YES,NO
Dnajc5g,5,DnaJ heat shock protein family (Hsp40) member C5 gamma,MGI:3045263,31265637,31269870,0,0,0,0,0,2,NO,NO,NO,NO
Dok7,5,docking protein 7,MGI:3584043,35214110,35245183,1,0,0,0,0,0,NO,YES,YES,YES
Dpysl5,5,dihydropyrimidinase-like 5,MGI:1929772,30868908,30956713,0,0,0,0,0,1,NO,YES,YES,YES
Drd5,5,dopamine receptor D5,MGI:94927,38476852,38479866,0,0,0,0,0,0,YES,YES,YES,NO
Dtx1,5,"deltex 1, E3 ubiquitin ligase",MGI:1352744,120818268,120849755,0,0,0,0,0,1,YES,YES,YES,YES
Eif2b4,5,"eukaryotic translation initiation factor 2B, subunit 4 delta",MGI:95300,31344902,31350483,0,0,0,0,0,0,YES,YES,YES,NO
En2,5,engrailed 2,MGI:95390,28370692,28377164,0,0,0,0,0,2,YES,YES,NO,YES
Enam,5,enamelin,MGI:1333772,88635834,88653908,1,0,0,0,0,1,NO,NO,NO,NO
Epgn,5,epithelial mitogen,MGI:1919170,91175376,91183071,0,0,0,0,0,0,NO,YES,YES,NO
Evc,5,EvC ciliary complex subunit 1,MGI:1890596,37446442,37494238,0,0,0,0,0,1,NO,YES,YES,YES
Evc2,5,EvC ciliary complex subunit 2,MGI:1915775,37495843,37582399,3,0,0,0,0,8,NO,YES,YES,YES
Exoc1,5,exocyst complex component 1,MGI:2445020,76677158,76718141,1,2,0,0,0,9,NO,YES,YES,YES
Fam114a1,5,"family with sequence similarity 114, member A1",MGI:1915553,65127414,65199229,0,0,0,0,0,2,NO,YES,YES,YES
Fam193a,5,"family with sequence homology 193, member A",MGI:2447768,34527277,34643800,0,0,0,0,0,0,NO,YES,YES,NO
Fam222a,5,"family with sequence similarity 222, member A",MGI:3605543,114706312,114751281,0,0,0,0,0,0,NO,YES,YES,NO
Fbrsl1,5,fibrosin-like 1,MGI:1920907,110509617,110596369,0,0,0,0,0,0,NO,YES,YES,NO
Fbxo21,5,F-box protein 21,MGI:1924223,118114835,118148263,0,0,0,0,0,0,NO,YES,YES,NO
Fgfr3,5,fibroblast growth factor receptor 3,MGI:95524,33879068,33894412,0,0,0,0,0,1,YES,YES,YES,YES
Fgfrl1,5,fibroblast growth factor receptor-like 1,MGI:2150920,108842051,108854816,0,0,0,0,0,0,YES,YES,YES,NO
Ficd,5,FIC domain containing,MGI:1098550,113873864,113878661,0,0,0,0,0,0,NO,YES,YES,NO
Fndc4,5,fibronectin type III domain containing 4,MGI:1917195,31449586,31453279,0,0,0,0,0,0,NO,YES,YES,NO
Fosl2,5,fos-like antigen 2,MGI:102858,32293145,32315186,0,0,0,0,0,1,YES,YES,YES,YES
Gabra2,5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2",MGI:95614,71115735,71253192,0,0,0,0,0,0,NO,YES,YES,NO
Gabra4,5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",MGI:95616,71727092,71815651,0,0,0,0,0,1,YES,YES,YES,YES
Gabrb1,5,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",MGI:95619,71815456,72306380,0,0,0,0,0,3,YES,YES,YES,YES
Gabrg1,5,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1",MGI:103156,70908390,70999960,0,0,0,0,0,1,YES,YES,YES,YES
Gak,5,cyclin G associated kinase,MGI:2442153,108717277,108777621,0,0,0,0,0,0,YES,YES,YES,NO
Garem2,5,GRB2 associated regulator of MAPK1 subtype 2,MGI:2685290,30310194,30323378,1,0,0,0,0,1,NO,YES,YES,YES
Gbx1,5,gastrulation brain homeobox 1,MGI:95667,24709424,24731846,0,0,0,0,0,2,NO,YES,NO,YES
Gfi1,5,growth factor independent 1 transcription repressor,MGI:103170,107864521,107873671,0,0,0,0,0,1,NO,NO,NO,NO
Git2,5,GIT ArfGAP 2,MGI:1347053,114865469,114912647,0,0,0,0,0,0,NO,YES,YES,NO
Gnpda2,5,glucosamine-6-phosphate deaminase 2,MGI:1915230,69732344,69749684,0,0,0,0,0,0,NO,YES,YES,NO
Gpat3,5,glycerol-3-phosphate acyltransferase 3,MGI:3603816,100994095,101046968,0,0,0,0,0,0,NO,YES,YES,NO
Grxcr1,5,"glutaredoxin, cysteine rich 1",MGI:3577767,68189178,68323741,0,0,0,0,0,0,NO,NO,NO,NO
Gsx2,5,GS homeobox 2,MGI:95843,75236262,75238554,0,0,0,0,0,0,NO,YES,NO,NO
Gusb,5,"glucuronidase, beta",MGI:95872,130017852,130031890,2,1,0,0,0,3,YES,YES,YES,YES
Hcar1,5,hydrocarboxylic acid receptor 1,MGI:2441671,124014802,124018066,0,0,0,0,0,0,NO,YES,YES,NO
Hmx1,5,H6 homeobox 1,MGI:107178,35546452,35557074,0,0,0,0,0,0,NO,NO,NO,NO
Hnf1a,5,HNF1 homeobox A,MGI:98504,115087039,115109121,0,0,0,0,0,0,NO,NO,NO,NO
Hnrnpd,5,heterogeneous nuclear ribonucleoprotein D,MGI:101947,100103794,100126797,0,0,0,0,0,1,YES,YES,YES,YES
Hsd17b11,5,hydroxysteroid (17-beta) dehydrogenase 11,MGI:2149821,104137631,104169662,0,0,0,0,0,0,NO,YES,YES,NO
Hspb8,5,heat shock protein 8,MGI:2135756,116546550,116560923,0,0,0,0,0,0,YES,YES,YES,NO
Htr5a,5,5-hydroxytryptamine (serotonin) receptor 5A,MGI:96283,28047147,28060086,0,0,0,0,0,0,YES,YES,YES,NO
Htt,5,huntingtin,MGI:96067,34919084,35069878,0,0,0,0,0,0,NO,YES,YES,NO
Hycc1,5,hyccin PI4KA lipid kinase complex subunit 1,MGI:2149839,24120274,24235688,0,0,0,0,0,0,NO,YES,YES,NO
Idua,5,"iduronidase, alpha-L",MGI:96418,108808197,108832423,0,1,0,0,0,0,NO,YES,YES,YES
Ift81,5,intraflagellar transport 81,MGI:1098597,122688267,122752581,0,1,0,0,0,0,NO,YES,YES,YES
Il6,5,interleukin 6,MGI:96559,30218112,30224973,0,0,0,0,0,0,NO,YES,NO,NO
Insig1,5,insulin induced gene 1,MGI:1916289,28276410,28283660,0,0,0,0,0,1,NO,YES,YES,YES
Jakmip1,5,janus kinase and microtubule interacting protein 1,MGI:1923321,37185679,37307951,0,0,0,0,0,0,NO,YES,YES,NO
Kcnk3,5,"potassium channel, subfamily K, member 3",MGI:1100509,30745514,30782614,0,0,0,0,0,1,NO,YES,YES,YES
Kdr,5,kinase insert domain protein receptor,MGI:96683,76093487,76139118,0,0,0,0,0,4,NO,YES,YES,YES
Klb,5,klotho beta,MGI:1932466,65505657,65541350,0,0,0,0,0,0,NO,YES,YES,NO
Klhl5,5,kelch-like 5,MGI:1919028,65264894,65325490,0,0,0,0,0,0,NO,YES,YES,NO
Lcorl,5,ligand dependent nuclear receptor corepressor-like,MGI:2651932,45854523,46014957,0,0,0,0,0,0,NO,YES,YES,NO
Letm1,5,leucine zipper-EF-hand containing transmembrane protein 1,MGI:1932557,33897017,33940061,0,0,0,0,0,0,NO,YES,YES,NO
Lhx5,5,LIM homeobox protein 5,MGI:107792,120569764,120579288,0,0,0,0,0,0,YES,YES,NO,NO
Limch1,5,LIM and calponin homology domains 1,MGI:1924819,66903170,67214501,0,0,0,0,0,3,YES,YES,YES,YES
Lrpap1,5,low density lipoprotein receptor-related protein associated protein 1,MGI:96829,35248834,35263043,0,0,0,0,0,0,YES,YES,YES,NO
Lrrc17,5,leucine rich repeat containing 17,MGI:1921761,21748557,21780902,0,0,0,0,0,1,NO,NO,NO,NO
Mapk10,5,mitogen-activated protein kinase 10,MGI:1346863,103055814,103359200,0,0,0,0,0,5,YES,YES,YES,YES
Mmp17,5,matrix metallopeptidase 17,MGI:1346076,129661233,129688163,0,0,0,0,0,0,YES,YES,YES,NO
Mn1,5,meningioma 1,MGI:1261813,111565228,111604899,3,0,0,0,0,15,NO,YES,YES,YES
Mpv17,5,MpV17 mitochondrial inner membrane protein,MGI:97138,31298007,31311595,0,0,0,0,0,0,NO,YES,YES,NO
Msantd1,5,Myb/SANT-like DNA-binding domain containing 1,MGI:2684990,35071581,35084333,0,0,0,0,0,0,NO,YES,YES,NO
Msi1,5,musashi RNA-binding protein 1,MGI:107376,115567734,115593757,0,0,0,0,0,6,NO,YES,YES,YES
Msx1,5,msh homeobox 1,MGI:97168,37977835,37981929,0,0,0,0,0,0,YES,YES,YES,NO
Myo1h,5,myosin 1H,MGI:1914674,114427314,114502637,0,0,0,0,0,0,NO,YES,YES,NO
Napepld,5,N-acyl phosphatidylethanolamine phospholipase D,MGI:2140885,21867899,21906394,0,0,0,0,0,2,NO,YES,YES,YES
Nat8l,5,N-acetyltransferase 8-like,MGI:2447776,34153328,34163260,0,0,0,0,0,0,NO,YES,YES,NO
Ncor2,5,nuclear receptor co-repressor 2,MGI:1337080,125094217,125256283,0,0,0,0,0,1,NO,YES,YES,YES
Nkx1-1,5,NK1 homeobox 1,MGI:109346,33588078,33591320,0,0,0,0,0,0,NO,NO,NO,NO
Nkx6-1,5,NK6 homeobox 1,MGI:1206039,101807050,101812577,0,0,0,0,0,7,NO,YES,NO,YES
Nmu,5,neuromedin U,MGI:1860476,76481342,76511624,0,0,0,0,0,0,NO,NO,NO,NO
Nos1,5,"nitric oxide synthase 1, neuronal",MGI:97360,118004904,118096905,0,1,0,0,0,5,YES,YES,YES,YES
Nos3,5,"nitric oxide synthase 3, endothelial cell",MGI:97362,24569808,24589472,0,0,0,0,0,0,YES,YES,YES,NO
Npffr2,5,neuropeptide FF receptor 2,MGI:1860130,89675288,89731599,0,0,0,0,0,2,NO,NO,NO,NO
Nrbp1,5,nuclear receptor binding protein 1,MGI:2183436,31398227,31408910,0,0,0,0,0,2,NO,YES,YES,YES
Nub1,5,negative regulator of ubiquitin-like proteins 1,MGI:1889001,24890813,24915376,0,1,0,0,0,1,NO,YES,YES,YES
Nwd2,5,NACHT and WD repeat domain containing 2,MGI:1920464,63806446,63967889,0,0,0,0,0,4,NO,YES,YES,YES
Orai1,5,ORAI calcium release-activated calcium modulator 1,MGI:1925542,123153137,123168519,0,0,0,0,0,0,NO,YES,YES,NO
Otof,5,otoferlin,MGI:1891247,30524406,30619276,3,2,0,0,0,14,NO,YES,YES,YES
Otop1,5,otopetrin 1,MGI:2388363,38434748,38461560,0,0,0,0,0,2,NO,NO,NO,NO
P2rx7,5,"purinergic receptor P2X, ligand-gated ion channel, 7",MGI:1339957,122781974,122829495,0,0,0,0,0,0,NO,YES,YES,NO
Pcgf3,5,polycomb group ring finger 3,MGI:1916837,108609098,108654842,0,0,0,0,0,0,NO,YES,YES,NO
Pde6b,5,"phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide",MGI:97525,108536239,108579609,0,0,0,0,0,3,NO,NO,NO,NO
Pebp1,5,phosphatidylethanolamine binding protein 1,MGI:1344408,117420716,117425629,0,0,0,0,0,0,NO,YES,YES,NO
Phox2b,5,paired-like homeobox 2b,MGI:1100882,67251740,67256469,0,0,0,0,0,0,NO,NO,NO,NO
Plb1,5,phospholipase B1,MGI:1922406,32390035,32521700,1,0,0,0,0,1,NO,YES,NO,YES
Plbd2,5,phospholipase B domain containing 2,MGI:1919022,120621958,120641688,0,0,0,0,0,0,NO,YES,YES,NO
Polr2b,5,polymerase (RNA) II (DNA directed) polypeptide B,MGI:2388280,77458331,77497175,0,0,0,0,0,0,YES,YES,YES,NO
Ppargc1a,5,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",MGI:1342774,51611592,51725068,0,0,0,0,0,9,YES,YES,YES,YES
Ppp1cc,5,protein phosphatase 1 catalytic subunit gamma,MGI:104872,122296341,122313336,0,0,0,0,0,0,YES,YES,YES,NO
Pptc7,5,PTC7 protein phosphatase homolog,MGI:2444593,122422461,122462344,0,0,0,0,0,0,NO,YES,YES,NO
Prdm8,5,PR domain containing 8,MGI:1924880,98315070,98335313,0,0,0,0,0,0,NO,YES,YES,NO
Prkab1,5,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",MGI:1336167,116151645,116162567,0,0,0,0,0,0,NO,YES,YES,NO
Prkag2,5,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",MGI:1336153,25067742,25305640,0,0,0,0,0,8,YES,YES,YES,YES
Psmc2,5,"proteasome (prosome, macropain) 26S subunit, ATPase 2",MGI:109555,21990281,22008785,0,0,0,0,0,0,NO,YES,YES,NO
Ptpn11,5,"protein tyrosine phosphatase, non-receptor type 11",MGI:99511,121268596,121329460,0,0,0,0,0,1,NO,YES,YES,YES
Pus1,5,pseudouridine synthase 1,MGI:1929237,110921533,110928523,0,0,0,0,0,0,NO,YES,YES,NO
Pus1,5,pseudouridine synthase 1,MGI:1929237,110921533,110928523,0,0,0,0,0,0,NO,YES,YES,NO
Rasgef1b,5,"RasGEF domain family, member 1B",MGI:2443755,99365279,99400786,0,0,0,0,0,0,NO,YES,YES,NO
Rbpj,5,recombination signal binding protein for immunoglobulin kappa J region,MGI:96522,53713121,53814787,0,0,0,0,0,0,NO,YES,YES,NO
Rell1,5,RELT-like 1,MGI:2140767,64066240,64126240,0,0,0,0,0,0,NO,YES,YES,NO
Reln,5,reelin,MGI:103022,22089452,22549700,1,0,0,0,0,9,YES,YES,YES,YES
Rest,5,RE1-silencing transcription factor,MGI:104897,77413338,77434279,0,0,0,0,0,1,YES,YES,YES,YES
Rilpl1,5,Rab interacting lysosomal protein-like 1,MGI:1922945,124631143,124669454,0,0,0,0,0,0,NO,YES,YES,NO
Rnf10,5,ring finger protein 10,MGI:1859162,115379829,115410980,0,0,0,0,0,0,NO,YES,YES,NO
Rnf4,5,ring finger protein 4,MGI:1201691,34493594,34510789,0,0,0,0,0,0,NO,YES,YES,NO
Scarb1,5,"scavenger receptor class B, member 1",MGI:893578,125354151,125418158,0,0,0,0,0,1,NO,YES,YES,YES
Scarb2,5,"scavenger receptor class B, member 2",MGI:1196458,92589170,92653516,0,0,0,0,0,0,NO,YES,YES,NO
Sec31a,5,Sec31 homolog A (S. cerevisiae),MGI:1916412,100509508,100564093,0,0,0,0,0,5,NO,YES,YES,YES
Sez6l,5,seizure related 6 homolog like,MGI:1935121,112567017,112725051,0,0,0,0,0,1,YES,YES,YES,YES
Sfswap,5,splicing factor SWAP,MGI:101760,129578286,129648448,1,0,0,0,0,1,YES,YES,YES,YES
Sgcb,5,"sarcoglycan, beta (dystrophin-associated glycoprotein)",MGI:1346523,73790092,73805080,0,0,0,0,0,0,NO,YES,YES,NO
Sh3tc1,5,SH3 domain and tetratricopeptide repeats 1,MGI:2678949,35854524,35897331,0,0,0,0,0,0,NO,YES,YES,NO
Shh,5,sonic hedgehog,MGI:98297,28661838,28672099,0,0,0,0,0,1,YES,YES,YES,YES
Sirt4,5,sirtuin 4,MGI:1922637,115616069,115622784,0,0,0,0,0,0,NO,YES,YES,NO
Slain2,5,"SLAIN motif family, member 2",MGI:1923241,73071705,73136184,0,0,0,0,0,0,NO,YES,YES,NO
Slbp,5,stem-loop binding protein,MGI:108402,33797399,33809918,0,0,0,0,0,0,NO,YES,YES,NO
Slc10a4,5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4",MGI:3606480,73164247,73170298,0,0,0,0,0,0,NO,YES,NO,NO
Slc26a5,5,"solute carrier family 26, member 5",MGI:1933154,22015653,22070602,0,0,0,0,0,6,NO,NO,NO,NO
Slc2a9,5,"solute carrier family 2 (facilitated glucose transporter), member 9",MGI:2152844,38506616,38660486,0,0,0,0,0,2,NO,YES,YES,YES
Slc35f6,5,"solute carrier family 35, member F6",MGI:1922169,30805277,30817073,0,0,0,0,0,0,NO,YES,YES,NO
Slc4a1ap,5,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",MGI:1196608,31684339,31714276,0,0,0,0,0,1,NO,YES,YES,YES
Slc4a2,5,"solute carrier family 4 (anion exchanger), member 2",MGI:109351,24628939,24645945,0,0,0,0,0,0,NO,YES,YES,NO
Slc5a1,5,"solute carrier family 5 (sodium/glucose cotransporter), member 1",MGI:107678,33261563,33320043,0,0,0,0,0,5,NO,YES,NO,YES
Slc5a6,5,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6",MGI:2660847,31193380,31206268,0,0,0,0,0,0,NO,YES,YES,NO
Slc8b1,5,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",MGI:2180781,120649233,120672089,0,0,0,0,0,0,NO,YES,YES,NO
Smarcd3,5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",MGI:1914243,24797620,24829649,0,0,0,0,0,0,NO,YES,YES,NO
Sorcs2,5,sortilin-related VPS10 domain containing receptor 2,MGI:1932289,36174524,36555483,0,0,0,1,0,5,NO,YES,YES,YES
Spp1,5,secreted phosphoprotein 1,MGI:98389,104582984,104588916,0,0,0,0,0,0,NO,YES,YES,NO
Sppl3,5,signal peptide peptidase 3,MGI:1891433,115149204,115236849,0,0,0,0,0,0,YES,YES,YES,NO
Srrm4,5,serine/arginine repetitive matrix 4,MGI:1916205,116577334,116729876,0,1,0,0,0,1,NO,YES,YES,YES
Srsf9,5,serine and arginine-rich splicing factor 9,MGI:104896,115465236,115471139,0,0,0,0,0,0,NO,YES,YES,NO
Ssh1,5,slingshot protein phosphatase 1,MGI:2686240,114075155,114131864,3,0,0,0,0,2,NO,YES,YES,YES
Stim2,5,stromal interaction molecule 2,MGI:2151156,54155865,54278399,0,0,0,0,0,11,NO,YES,YES,YES
Svop,5,SV2 related protein,MGI:1915916,114164974,114229441,0,0,0,0,0,4,YES,YES,YES,YES
Tacc3,5,"transforming, acidic coiled-coil containing protein 3",MGI:1341163,33814808,33829547,0,0,0,0,0,0,NO,YES,YES,NO
Taok3,5,TAO kinase 3,MGI:3041177,117258194,117413284,0,0,0,0,0,9,NO,YES,YES,YES
Tecrl,5,"trans-2,3-enoyl-CoA reductase-like",MGI:2444966,83425992,83503042,0,0,0,0,0,0,NO,YES,NO,NO
Tgfbr3,5,"transforming growth factor, beta receptor III",MGI:104637,107254436,107437495,0,0,0,0,0,5,NO,YES,YES,YES
Thegl,5,theg spermatid protein like,MGI:1919118,77163870,77209376,0,0,0,0,0,0,NO,YES,YES,NO
Tmem116,5,transmembrane protein 116,MGI:1924712,121590643,121656601,0,0,0,0,0,0,NO,YES,YES,NO
Tmem129,5,transmembrane protein 129,MGI:1915616,33810560,33815321,0,0,0,0,0,0,NO,YES,YES,NO
Tmem132b,5,transmembrane protein 132B,MGI:3609245,125609482,125869647,0,0,0,0,0,1,NO,YES,YES,YES
Tmem175,5,transmembrane protein 175,MGI:1919642,108777649,108795636,0,0,0,0,0,0,NO,YES,YES,NO
Tmem33,5,transmembrane protein 33,MGI:1915128,67417908,67448804,0,0,0,0,0,0,YES,YES,YES,NO
Tmub1,5,transmembrane and ubiquitin-like domain containing 1,MGI:1923764,24650456,24652852,0,0,0,0,0,0,NO,YES,YES,NO
Tpst1,5,protein-tyrosine sulfotransferase 1,MGI:1298231,130102167,130164570,0,0,0,0,0,9,NO,YES,YES,YES
Trim54,5,tripartite motif-containing 54,MGI:1889623,31274056,31294974,0,0,0,0,0,0,NO,NO,YES,NO
Trpv4,5,"transient receptor potential cation channel, subfamily V, member 4",MGI:1926945,114760213,114796482,0,0,0,0,0,0,YES,YES,YES,NO
Ttc28,5,tetratricopeptide repeat domain 28,MGI:2140873,111027669,111437646,0,0,0,0,0,13,YES,YES,YES,YES
Tyw1,5,tRNA-yW synthesizing protein 1 homolog (S. cerevisiae),MGI:2141161,130284460,130370404,3,2,0,0,0,14,NO,YES,YES,YES
Uba6,5,ubiquitin-like modifier activating enzyme 6,MGI:1913894,86258579,86320602,2,1,0,0,0,6,NO,YES,YES,YES
Ube3b,5,ubiquitin protein ligase E3B,MGI:1891295,114518668,114559230,0,0,0,0,0,0,YES,YES,YES,NO
Ube3c,5,ubiquitin protein ligase E3C,MGI:2140998,29774240,29881075,0,2,0,0,0,16,YES,YES,YES,YES
Uchl1,5,ubiquitin carboxy-terminal hydrolase L1,MGI:103149,66833464,66844577,0,0,0,0,0,0,YES,YES,YES,NO
Ucn,5,urocortin,MGI:1276123,31295407,31296173,0,0,0,0,0,0,NO,NO,YES,NO
Ugt2a1,5,"UDP glucuronosyltransferase 2 family, polypeptide A1",MGI:2149905,87607349,87638730,1,1,0,0,0,8,NO,NO,NO,NO
Usp46,5,ubiquitin specific peptidase 46,MGI:1916977,74159387,74229072,0,0,0,0,0,0,NO,YES,YES,NO
Vkorc1l1,5,"vitamin K epoxide reductase complex, subunit 1-like 1",MGI:1916818,129970950,130015533,0,0,0,0,0,2,NO,YES,YES,YES
Vps37b,5,vacuolar protein sorting 37B,MGI:1916724,124142704,124170323,0,0,0,0,0,0,NO,YES,YES,NO
Wdfy3,5,WD repeat and FYVE domain containing 3,MGI:1096875,101980822,102217787,1,1,0,0,0,3,NO,YES,YES,YES
Wdr1,5,WD repeat domain 1,MGI:1337100,38684149,38720265,0,0,0,0,0,2,NO,YES,YES,YES
Wfs1,5,wolframin ER transmembrane glycoprotein,MGI:1328355,37123448,37146326,0,0,0,0,0,1,YES,YES,YES,YES
Wsb2,5,WD repeat and SOCS box-containing 2,MGI:2144041,117495370,117516666,0,0,0,0,0,10,NO,YES,YES,YES
Wscd2,5,WSC domain containing 2,MGI:2445030,113638199,113727786,0,0,0,0,0,0,NO,YES,YES,NO
Zfp512,5,zinc finger protein 512,MGI:1917345,31609775,31639098,0,1,0,0,0,15,NO,YES,YES,YES
Akr1b3,6,"aldo-keto reductase family 1, member B3 (aldose reductase)",MGI:1353494,34280865,34294424,0,0,0,0,0,0,YES,YES,YES,NO
Akr1b7,6,"aldo-keto reductase family 1, member B7",MGI:101918,34389297,34400072,0,0,0,0,0,0,NO,NO,NO,NO
Akr1b8,6,"aldo-keto reductase family 1, member B8",MGI:107673,34331081,34345396,0,0,0,0,0,0,NO,YES,YES,NO
Akr1d1,6,"aldo-keto reductase family 1, member D1",MGI:2384785,37507108,37545750,0,0,0,0,0,0,NO,NO,NO,NO
Atp6v0a4,6,"ATPase, H+ transporting, lysosomal V0 subunit A4",MGI:2153480,38025418,38101521,0,2,0,0,0,8,NO,YES,YES,YES
Cadps2,6,Ca2+-dependent activator protein for secretion 2,MGI:2443963,23262772,23839420,1,0,0,0,0,3,NO,YES,YES,YES
Cav1,6,"caveolin 1, caveolae protein",MGI:102709,17306287,17341327,0,0,0,0,0,5,NO,YES,YES,YES
Cav2,6,caveolin 2,MGI:107571,17281184,17289114,0,0,0,0,0,0,NO,YES,YES,NO
Cftr,6,cystic fibrosis transmembrane conductance regulator,MGI:88388,18170686,18322767,0,0,0,0,0,1,NO,YES,NO,YES
Chrm2,6,"cholinergic receptor, muscarinic 2, cardiac",MGI:88397,36365019,36505349,0,0,0,0,0,0,YES,YES,YES,NO
Cttnbp2,6,cortactin binding protein 2,MGI:1353467,18366477,18514842,0,0,0,0,0,6,NO,YES,YES,YES
D630045J12Rik,6,RIKEN cDNA D630045J12 gene,MGI:2669829,38100109,38230944,0,0,0,0,0,0,YES,YES,YES,NO
Dgki,6,"diacylglycerol kinase, iota",MGI:2443430,36822957,37277119,0,0,0,0,0,14,NO,YES,YES,YES
Fezf1,6,Fez family zinc finger 1,MGI:1920441,23245043,23248361,0,0,0,0,0,3,NO,NO,NO,NO
Flnc,6,"filamin C, gamma",MGI:95557,29433255,29461882,0,0,0,0,0,0,NO,YES,NO,NO
Fmc1,6,formation of mitochondrial complex V assembly factor 1,MGI:1913367,38511796,38516384,0,0,0,0,0,0,NO,YES,YES,NO
Gpr37,6,G protein-coupled receptor 37,MGI:1313297,25668522,25689979,0,0,0,0,0,0,YES,YES,YES,NO
Grm8,6,"glutamate receptor, metabotropic 8",MGI:1351345,27275118,28135177,0,0,0,0,0,16,YES,YES,YES,YES
Hilpda,6,hypoxia inducible lipid droplet associated,MGI:1916823,29272487,29275445,0,0,0,0,0,0,NO,YES,YES,NO
Hipk2,6,homeodomain interacting protein kinase 2,MGI:1314872,38671325,38853099,0,0,0,0,0,0,YES,YES,YES,NO
Kcnd2,6,"potassium voltage-gated channel, Shal-related family, member 2",MGI:102663,21215502,21729804,0,0,0,0,0,16,NO,YES,YES,YES
Klf14,6,Kruppel-like factor 14,MGI:3577024,30932956,30935925,0,0,0,0,0,0,NO,YES,NO,NO
Klhdc10,6,kelch domain containing 10,MGI:1924038,30401867,30455178,0,0,0,0,0,0,NO,YES,YES,NO
Lep,6,leptin,MGI:104663,29060220,29073875,0,0,0,0,0,0,NO,YES,NO,NO
Lmod2,6,leiomodin 2 (cardiac),MGI:2135672,24597770,24605413,0,0,0,0,0,1,NO,NO,NO,NO
Lrrc4,6,leucine rich repeat containing 4,MGI:2182081,28828125,28831746,0,0,0,0,0,0,YES,YES,YES,NO
Mest,6,mesoderm specific transcript,MGI:96968,30723546,30748464,0,0,0,0,0,0,NO,YES,YES,NO
Met,6,met proto-oncogene,MGI:96969,17463799,17573979,0,0,0,0,0,4,YES,YES,YES,YES
Mtpn,6,myotrophin,MGI:99445,35485841,35516823,0,0,0,0,0,0,YES,YES,YES,NO
Pax4,6,paired box 4,MGI:97488,28442333,28449339,0,0,0,0,0,0,NO,NO,NO,NO
Ptn,6,pleiotrophin,MGI:97804,36691859,36787114,0,0,0,0,0,1,YES,YES,YES,YES
Ptprz1,6,"protein tyrosine phosphatase, receptor type Z, polypeptide 1",MGI:97816,22875501,23052915,0,0,0,0,0,2,YES,YES,YES,YES
Rab19,6,"RAB19, member RAS oncogene family",MGI:103292,39358109,39367314,0,0,0,0,0,0,NO,NO,NO,NO
